"No.","Time","Source","Destination","Protocol","Length","SAC, System Area Code","SIC, System Identification Code","Service Identification","LAT, Latitude, [\302\260]","LON, Longitude, [\302\260]","Target Address","Time of Message Reception for Position, [s]","Geometric Height, [ft]","NUCRNACV, Navigation Uncertainty Category for Velocity NUCr or the Navigation Accuracy Category for Velocity NACv","NUCPNIC, Navigation Uncertainty Category for Position NUCp or Navigation Integrity Category NIC","NICBARO, Navigation Integrity Category for Barometric Altitude","SIL, Surveillance (version 1) or Source (version 2) Integrity Level","NACP, Navigation Accuracy Category for Position","SILS, SIL-Supplement","SDA, Horizontal Position System Design Assurance Level (as Defined in Version 2)","GVA, Geometric Altitude Accuracy","PIC, Position Integrity Category","SRC, Source of the PIC","VN, Version Number","LTT, Link Technology Type","MODE3A, Mode-3/A Reply in Octal Representation","Flight Level, [FL]","BVR, Barometric Vertical Rate, [ft/min]","Target Identification","GS, Ground Speed Referenced to WGS-84, [NM/s]","TA, Track Angle Clockwise Reference to True North, [\302\260]","Emitter Category","ALT, Altitude, [ft]","Message Amplitude, [dBm]","Info"
"911","2025-10-15 05:29:53.563802Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.799684047698975","100.3691840171814","0x75053f","19237.8515625","40325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1124","380","0","MAS788  ","0.12420654296875","1.4117431640625","75000 lbs < medium a/c < 300000 lbs","38025","-82",""
"912","2025-10-15 05:29:53.635456Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.152228355407715","100.59571266174316","0x885972","19237.921875","6500","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2372","62.75","-1343.75","TVJ324  ","0.07781982421875","182.252197265625","75000 lbs < medium a/c < 300000 lbs","3000","-61",""
"913","2025-10-15 05:29:53.635670Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.185173988342285","102.09905862808228","0x702034","19237.921875","39325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2505","370","-62.5","BBC584  ","0.1319580078125","161.71875","75000 lbs < medium a/c < 300000 lbs","37000","-75",""
"914","2025-10-15 05:29:53.645687Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.795234203338623","99.29192304611206","0x880c4b","19237.9375","40425","1","8","1","3","8","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2186","380.5","62.5","AIQ3225 ","0.13330078125","193.2550048828125","75000 lbs < medium a/c < 300000 lbs","26025","-88",""
"915","2025-10-15 05:29:53.715534Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.736335754394531","100.48782348632812","0x880458","19238.0078125","26450","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","247.5","","AIQ323  ","0.12005615234375","188.9154052734375","No ADS-B Emitter Category Information","","-68",""
"916","2025-10-15 05:29:53.746245Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.975915908813477","101.39054775238037","0x88044d","19238.03125","31350","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","293.75","","AIQ4252 ","0.1212158203125","171.8316650390625","No ADS-B Emitter Category Information","","-73",""
"917","2025-10-15 05:29:53.889717Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.651540279388428","99.16302680969238","0x8832d0","19238.1796875","17150","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","162.5","","TLM807  ","0.1072998046875","4.603271484375","No ADS-B Emitter Category Information","","-83",""
"918","2025-10-15 05:29:53.966315Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.216639041900635","102.70429372787476","0x75021d","19238.25","38325","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","360","","MAS755  ","0.1300048828125","208.3172607421875","No ADS-B Emitter Category Information","","-79",""
"919","2025-10-15 05:29:53.976535Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","7.484006881713867","101.77345991134644","0x885306","19238.2578125","39425","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","370","","THA413  ","0.1290283203125","166.1737060546875","No ADS-B Emitter Category Information","","-72",""
"920","2025-10-15 05:29:54.029052Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.990456104278564","100.59981107711792","0x8832b0","19238.3125","35075","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","330","","TLM708  ","0.13250732421875","181.318359375","No ADS-B Emitter Category Information","","-81",""
"921","2025-10-15 05:29:54.152656Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.328036308288574","99.40790176391602","0x789292","19238.4375","30725","2","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3176","288.5","831.25","CPA770  ","0.13037109375","17.7374267578125","75000 lbs < medium a/c < 300000 lbs","35000","-84",""
"922","2025-10-15 05:29:54.392003Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.486166000366211","101.28244400024414","0x781dd7","19238.6796875","37250","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","855","350","0","CCA403  ","0.12872314453125","195.2655029296875","75000 lbs < medium a/c < 300000 lbs","35000","-75",""
"923","2025-10-15 05:29:54.549379Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","8.144302368164062","101.06752395629883","0x76d101","19238.828125","31350","4","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3197","295","1150","TGW643  ","0.122314453125","151.8035888671875","75000 lbs < medium a/c < 300000 lbs","31000","-75",""
"924","2025-10-15 05:29:54.585280Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.390357494354248","99.17753219604492","0x880452","19238.875","23250","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","219.5","","AIQ9161 ","0.10992431640625","70.0543212890625","No ADS-B Emitter Category Information","","-75",""
"925","2025-10-15 05:29:54.766332Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.914804458618164","98.92476081848145","0x885301","19239.0546875","16850","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","158.5","","THA207  ","0.10955810546875","206.8231201171875","No ADS-B Emitter Category Information","","-88",""
"926","2025-10-15 05:29:54.776598Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.149283409118652","100.14085292816162","0x750518","19239.0625","8350","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2877","80.5","2687.5","AXM6125 ","0.06756591796875","224.3353271484375","75000 lbs < medium a/c < 300000 lbs","15000","-85",""
"927","2025-10-15 05:29:55.067140Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.405638217926025","102.06856727600098","0x7500e4","19239.3515625","24725","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","233.25","","AXM6991 ","0.11834716796875","185.657958984375","No ADS-B Emitter Category Information","","-87",""
"928","2025-10-15 05:29:55.087701Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","10.116691589355469","101.32117509841919","0x899115","19239.375","38300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1428","360","0","CAL731  ","0.13427734375","243.3306884765625","75000 lbs < medium a/c < 300000 lbs","36000","-80",""
"929","2025-10-15 05:29:55.145007Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","7.9686713218688965","101.5841817855835","0x76b863","19239.4296875","35175","4","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3168","330","0","TGW625  ","0.1337890625","166.7999267578125","75000 lbs < medium a/c < 300000 lbs","33000","-73",""
"930","2025-10-15 05:29:55.191173Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.325949668884277","102.21229076385498","0x8a091f","19239.4765625","36225","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3667","340.25","0","BTK7631 ","0.12646484375","354.19921875","75000 lbs < medium a/c < 300000 lbs","34025","-82",""
"931","2025-10-15 05:29:55.211547Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","9.272911548614502","100.71488857269287","0x7020b2","19239.5","39325","1","0","1","3","0","Measured per flight-hour","2","1","","","ED102A/DO-260B [Ref. 10]","1090 ES","2509","370","0","UBG315  ","0.12896728515625","152.8253173828125","75000 lbs < medium a/c < 300000 lbs","37000","-80",""
"932","2025-10-15 05:29:55.226857Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","7.239711284637451","100.34186840057373","0x7502d9","19239.5078125","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1104","340","0","MXD164  ","0.1260986328125","359.6209716796875","75000 lbs < medium a/c < 300000 lbs","34025","-72",""
"933","2025-10-15 05:29:55.496724Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","7.3445963859558105","100.99707841873169","0x8855ed","19239.78125","5275","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","498","51.75","0","HSUOM   ","0.03997802734375","67.532958984375","Rotocraft","5025","-73",""
"934","2025-10-15 05:29:55.662935Z","10.41.201.3","224.41.192.32","ASTERIX","97","0x84","0x33","0x0a","6.936342716217041","100.39525508880615","0xadf025","19239.9453125","","0","8","0","0","11","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","","","","SITEMON ","","","Surface service vehicle","","-33",""
"935","2025-10-15 05:29:56.034460Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.219503402709961","101.43090963363647","0x8830e9","19240.3203125","37275","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","TLM268  ","0.1297607421875","178.2806396484375","No ADS-B Emitter Category Information","","-81",""
"936","2025-10-15 05:29:56.268796Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.890608310699463","100.34869194030762","0x704009","19240.5546875","38200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1123","359.75","62.5","MMA502  ","0.12445068359375","1.2799072265625","75000 lbs < medium a/c < 300000 lbs","36000","-71",""
"937","2025-10-15 05:29:56.537187Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.393579006195068","102.77055501937866","0x780457","19240.8203125","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1198","340","-125","CES5082 ","0.12493896484375","329.3865966796875","75000 lbs < medium a/c < 300000 lbs","34025","-87",""
"938","2025-10-15 05:29:56.618818Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","5.030686855316162","102.89500951766968","0x76d106","19240.90625","36200","4","8","1","3","9","Measured per flight-hour","2","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","88","340","62.5","TGW632  ","0.1256103515625","332.75390625","75000 lbs < medium a/c < 300000 lbs","34025","-86",""
"939","2025-10-15 05:29:56.649529Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.780667304992676","102.24776029586792","0x8832ba","19240.9375","40400","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","380","","TLM101  ","0.12420654296875","354.4793701171875","No ADS-B Emitter Category Information","","-78",""
"940","2025-10-15 05:29:56.715143Z","10.41.201.3","224.41.192.32","ASTERIX","117","0x84","0x33","0x0a","8.106257915496826","98.83938074111938","0x151fe9","19241","15800","1","8","1","3","8","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","","150.25","2175","AFL661  ","0.09112548828125","88.7750244140625","75000 lbs < medium a/c < 300000 lbs","33000","-87",""
"941","2025-10-15 05:29:56.751099Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.790360927581787","100.01663446426392","0x8a0817","19241.0390625","12400","1","8","1","3","8","Measured per flight-hour","2","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3556","118.5","-1025","LNI138  ","0.0916748046875","39.9627685546875","75000 lbs < medium a/c < 300000 lbs","5000","-86",""
"942","2025-10-15 05:29:56.751285Z","10.41.201.3","224.41.192.32","ASTERIX","99","0x84","0x33","0x0a","6.935720443725586","100.3936243057251","0x880c4c","19241.0390625","","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","","","AIQ308  ","","","No ADS-B Emitter Category Information","","-39",""
"943","2025-10-15 05:29:56.810476Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.763270378112793","100.84681034088135","0x76b448","19241.1015625","39325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3853","370","0","SIA761  ","0.127685546875","153.9349365234375","75000 lbs < medium a/c < 300000 lbs","37000","-79",""
"944","2025-10-15 05:29:56.841212Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.757640361785889","100.60925245285034","0x7502b0","19241.125","37225","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","MAS785  ","0.1334228515625","182.2686767578125","No ADS-B Emitter Category Information","","-80",""
"945","2025-10-15 05:29:57.013968Z","10.41.201.3","224.41.192.32","ASTERIX","117","0x84","0x33","0x0a","8.572790622711182","100.62865018844604","0x8880e8","19241.296875","33000","2","8","1","2","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","510","310","","VJC808  ","0.12158203125","28.9654541015625","75000 lbs < medium a/c < 300000 lbs","31000","-81",""
